Store,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Lag_1,Lag_4,Lag_12
5,2010-06-25,295257.3,0,83.72,2.653,211.8960815,6.465,2010,6,25,313795.6,310013.11,331406.0
5,2010-07-02,305993.27,0,81.25,2.669,211.7801861,6.496,2010,7,26,295257.3,337825.89,328020.49
5,2010-07-09,291808.87,0,81.14,2.642,211.6642907,6.496,2010,7,27,305993.27,296641.91,306858.69
5,2010-07-16,280701.7,0,83.98,2.623,211.6561123,6.496,2010,7,28,291808.87,313795.6,288839.73
5,2010-07-23,274742.63,0,83.66,2.608,211.7915565,6.496,2010,7,29,280701.7,295257.3,298697.84
5,2010-07-30,268929.03,0,82.46,2.64,211.9270006,6.496,2010,7,30,274742.63,305993.27,333522.6
5,2010-08-06,303043.02,0,86.1,2.627,212.0624447,6.496,2010,8,31,268929.03,291808.87,296673.77
5,2010-08-13,286477.35,0,87.41,2.6919999999999997,212.1978889,6.496,2010,8,32,303043.02,280701.7,301615.49
5,2010-08-20,287205.38,0,87.71,2.664,212.1608984,6.496,2010,8,33,286477.35,274742.63,310013.11
5,2010-08-27,288519.75,0,87.05,2.619,212.123908,6.496,2010,8,34,287205.38,268929.03,337825.89
5,2010-09-03,323798.0,0,84.06,2.577,212.0869176,6.496,2010,9,35,288519.75,303043.02,296641.91
5,2010-09-10,306533.08,1,79.86,2.565,212.0499271,6.496,2010,9,36,323798.0,286477.35,313795.6
5,2010-09-17,282558.65,0,82.28,2.582,212.0769346,6.496,2010,9,37,306533.08,287205.38,295257.3
5,2010-09-24,293131.58,0,78.53,2.624,212.1519404,6.496,2010,9,38,282558.65,288519.75,305993.27
5,2010-10-01,283178.12,0,71.1,2.603,212.2269463,6.768,2010,10,39,293131.58,323798.0,291808.87
5,2010-10-08,290494.85000000003,0,64.99,2.633,212.3019522,6.768,2010,10,40,283178.12,306533.08,280701.7
5,2010-10-15,280681.2,0,68.11,2.72,212.3691867,6.768,2010,10,41,290494.85000000003,282558.65,274742.63
5,2010-10-22,284988.27,0,70.96,2.725,212.4169928,6.768,2010,10,42,280681.2,293131.58,268929.03
5,2010-10-29,278031.81,0,70.58,2.716,212.464799,6.768,2010,10,43,284988.27,283178.12,303043.02
5,2010-11-05,325310.3,0,58.88,2.6890000000000005,212.5126051,6.768,2010,11,44,278031.81,290494.85000000003,286477.35
5,2010-11-12,301827.36,0,62.37,2.728,212.5604113,6.768,2010,11,45,325310.3,280681.2,287205.38
5,2010-11-19,297384.81,0,52.52,2.771,212.445487,6.768,2010,11,46,301827.36,284988.27,288519.75
5,2010-11-26,488362.61,1,66.15,2.735,212.303441,6.768,2010,11,47,297384.81,278031.81,323798.0
5,2010-12-03,344490.88,0,51.31,2.708,212.1613951,6.768,2010,12,48,488362.61,325310.3,306533.08
5,2010-12-10,352811.52999999997,0,48.27,2.843,212.0193491,6.768,2010,12,49,344490.88,301827.36,282558.65
5,2010-12-17,367801.19,0,51.61,2.869,211.9580815,6.768,2010,12,50,352811.52999999997,297384.81,293131.58
5,2010-12-24,466010.25,0,55.01,2.886,211.9573978,6.768,2010,12,51,367801.19,488362.61,283178.12
5,2010-12-31,298180.18,1,49.79,2.943,211.9567142,6.768,2010,12,52,466010.25,344490.88,290494.85000000003
5,2011-01-07,286347.26,0,48.3,2.976,211.9560305,6.634,2011,1,1,298180.18,352811.52999999997,280681.2
5,2011-01-14,260636.71,0,37.74,2.983,212.008514,6.634,2011,1,2,286347.26,367801.19,284988.27
5,2011-01-21,275313.34,0,45.41,3.016,212.3800012,6.634,2011,1,3,260636.71,466010.25,278031.81
5,2011-01-28,279088.39,0,44.5,3.01,212.7514884,6.6339999999999995,2011,1,4,275313.34,298180.18,325310.3
5,2011-02-04,329613.2,0,41.67,2.989,213.1229755,6.634,2011,2,5,279088.39,286347.26,301827.36
5,2011-02-11,311590.54,1,38.25,3.022,213.4944627,6.634,2011,2,6,329613.2,260636.71,297384.81
5,2011-02-18,356622.61,0,58.83,3.045,213.8068304,6.634,2011,2,7,311590.54,275313.34,488362.61
5,2011-02-25,294659.5,0,63.35,3.065,214.0955503,6.634,2011,2,8,356622.61,279088.39,344490.88
5,2011-03-04,329033.66000000003,0,60.35,3.288,214.3842702,6.634,2011,3,9,294659.5,329613.2,352811.52999999997
5,2011-03-11,293098.1,0,55.74,3.459,214.6729901,6.634,2011,3,10,329033.66000000003,311590.54,367801.19
5,2011-03-18,312177.67,0,64.31,3.488,214.9257339,6.634,2011,3,11,293098.1,356622.61,466010.25
5,2011-03-25,294732.5,0,70.71,3.473,215.1640872,6.634,2011,3,12,312177.67,294659.5,298180.18
5,2011-04-01,314316.55,0,61.5,3.524,215.4024406,6.489,2011,4,13,294732.5,329033.66000000003,286347.26
5,2011-04-08,307333.62,0,69.64,3.6219999999999994,215.6407939,6.489,2011,4,14,314316.55,293098.1,260636.71
5,2011-04-15,307913.58,0,72.02,3.743,215.8592673,6.489,2011,4,15,307333.62,312177.67,275313.34
5,2011-04-22,328415.44,0,74.34,3.807,216.0280407,6.489,2011,4,16,307913.58,294732.5,279088.39
5,2011-04-29,307291.56,0,74.75,3.81,216.1968142,6.489,2011,4,17,328415.44,314316.55,329613.2
5,2011-05-06,322904.68,0,66.27,3.906,216.3655877,6.489,2011,5,18,307291.56,307333.62,311590.54
5,2011-05-13,290930.01,0,77.38,3.899,216.5343611,6.489,2011,5,19,322904.68,307913.58,356622.61
5,2011-05-20,299614.33,0,71.37,3.907,216.3023847,6.489,2011,5,20,290930.01,328415.44,294659.5
5,2011-05-27,297149.69,0,80.14,3.786,216.0704083,6.489,2011,5,21,299614.33,307291.56,329033.66000000003
5,2011-06-03,329183.92,0,83.81,3.699,215.8384319,6.489,2011,6,22,297149.69,322904.68,293098.1
5,2011-06-10,304984.14,0,83.61,3.648,215.6064555,6.489,2011,6,23,329183.92,290930.01,312177.67
5,2011-06-17,304811.82,0,86.84,3.637,215.560463,6.489,2011,6,24,304984.14,299614.33,294732.5
5,2011-06-24,302881.64,0,84.76,3.594,215.6539583,6.489,2011,6,25,304811.82,297149.69,314316.55
5,2011-07-01,327093.89,0,85.81,3.524,215.7474537,6.529,2011,7,26,302881.64,329183.92,307333.62
5,2011-07-08,310804.93,0,86.64,3.48,215.8409491,6.529,2011,7,27,327093.89,304984.14,307913.58
5,2011-07-15,283248.62,0,88.64,3.575,215.9250696,6.529,2011,7,28,310804.93,304811.82,328415.44
5,2011-07-22,292539.73,0,86.97,3.651,215.985753,6.529,2011,7,29,283248.62,302881.64,307291.56
5,2011-07-29,275142.17,0,89.42,3.682,216.0464364,6.529,2011,7,30,292539.73,327093.89,322904.68
5,2011-08-05,317738.56,0,91.07,3.684,216.1071198,6.529,2011,8,31,275142.17,310804.93,290930.01
5,2011-08-12,289886.16000000003,0,90.16,3.638,216.1678032,6.529,2011,8,32,317738.56,283248.62,299614.33
5,2011-08-19,303643.83999999997,0,89.35,3.554,216.2311855,6.529,2011,8,33,289886.16000000003,292539.73,297149.69
5,2011-08-26,310338.17,0,89.18,3.523,216.2950176,6.529,2011,8,34,303643.83999999997,275142.17,329183.92
5,2011-09-02,315645.53,0,90.38,3.533,216.3588498,6.529,2011,9,35,310338.17,317738.56,304984.14
5,2011-09-09,321110.22,1,79.04,3.546,216.4226819,6.529,2011,9,36,315645.53,289886.16000000003,304811.82
5,2011-09-16,278529.70999999996,0,83.55,3.526,216.6033083,6.529,2011,9,37,321110.22,303643.83999999997,302881.64
5,2011-09-23,291024.98,0,78.01,3.467,216.9396605,6.529,2011,9,38,278529.70999999996,310338.17,327093.89
5,2011-09-30,292315.38,0,81.16,3.355,217.2760127,6.529,2011,9,39,291024.98,315645.53,310804.93
5,2011-10-07,309111.47000000003,0,71.64,3.285,217.6123648,6.3,2011,10,40,292315.38,321110.22,283248.62
5,2011-10-14,286117.72000000003,0,72.36,3.274,217.9237458,6.3,2011,10,41,309111.47000000003,278529.70999999996,292539.73
5,2011-10-21,306069.18,0,66.9,3.353,218.0852999,6.3,2011,10,42,286117.72000000003,291024.98,275142.17
5,2011-10-28,307035.11,0,69.27,3.372,218.2468539,6.3,2011,10,43,306069.18,292315.38,317738.56
5,2011-11-04,353652.23,0,56.71,3.332,218.408408,6.3,2011,11,44,307035.11,309111.47000000003,289886.16000000003
5,2011-11-11,311906.7,0,60.71,3.297,218.5699621,6.3,2011,11,45,353652.23,286117.72000000003,303643.83999999997
5,2011-11-18,307944.37,0,64.33,3.308,218.793912,6.3,2011,11,46,311906.7,306069.18,310338.17
5,2011-11-25,507900.07,1,61.93000000000001,3.236,219.0428204,6.3,2011,11,47,307944.37,307035.11,315645.53
5,2011-12-02,376225.61,0,51.14,3.172,219.2917287,6.3,2011,12,48,507900.07,353652.23,321110.22
5,2011-12-09,367433.77,0,44.12,3.158,219.540637,6.3,2011,12,49,376225.61,311906.7,278529.70999999996
5,2011-12-16,379530.3,0,54.42,3.159,219.7596266,6.3,2011,12,50,367433.77,307944.37,291024.98
5,2011-12-23,458562.24,0,50.33,3.112,219.9387246,6.3,2011,12,51,379530.3,507900.07,292315.38
5,2011-12-30,349624.88,1,45.62,3.129,220.1178226,6.3,2011,12,52,458562.24,376225.61,309111.47000000003
5,2012-01-06,312078.71,0,50.21,3.157,220.2969205,5.943,2012,1,1,349624.88,367433.77,286117.72000000003
5,2012-01-13,291454.52,0,48.86,3.261,220.4760185,5.943,2012,1,2,312078.71,379530.3,306069.18
5,2012-01-20,287523.98,0,54.65,3.268,220.5694104,5.943,2012,1,3,291454.52,458562.24,307035.11
5,2012-01-27,295974.22,0,54.63,3.29,220.6628023,5.943,2012,1,4,287523.98,349624.88,353652.23
5,2012-02-03,333948.0,0,57.35,3.36,220.7561941,5.943,2012,2,5,295974.22,312078.71,311906.7
5,2012-02-10,349239.88,1,48.57,3.409,220.849586,5.943,2012,2,6,333948.0,291454.52,307944.37
5,2012-02-17,356427.98,0,48.25,3.51,221.0106341,5.943,2012,2,7,349239.88,287523.98,507900.07
5,2012-02-24,312220.47,0,57.75,3.555,221.2224243,5.943,2012,2,8,356427.98,295974.22,376225.61
5,2012-03-02,359206.21,0,60.66,3.63,221.4342146,5.943,2012,3,9,312220.47,333948.0,367433.77
5,2012-03-09,347295.6,0,57.69,3.669,221.6460048,5.943,2012,3,10,359206.21,349239.88,379530.3
5,2012-03-16,339392.54,0,63.55,3.734,221.7989713,5.943,2012,3,11,347295.6,356427.98,458562.24
5,2012-03-23,321299.99,0,64.44,3.787,221.8735063,5.943,2012,3,12,339392.54,312220.47,349624.88
5,2012-03-30,331318.73,0,67.76,3.845,221.9480412,5.943,2012,3,13,321299.99,359206.21,312078.71
5,2012-04-06,402985.7,0,70.4,3.891,222.0225762,5.801,2012,4,14,331318.73,347295.6,291454.52
5,2012-04-13,351832.03,0,70.56,3.891,222.0971111,5.801,2012,4,15,402985.7,339392.54,287523.98
5,2012-04-20,330063.06,0,67.33,3.877,222.1512315,5.801,2012,4,16,351832.03,321299.99,295974.22
5,2012-04-27,324839.74,0,68.96,3.814,222.2053519,5.801,2012,4,17,330063.06,331318.73,333948.0
5,2012-05-04,360932.69,0,77.1,3.749,222.2594722,5.801,2012,5,18,324839.74,402985.7,349239.88
5,2012-05-11,333870.52,0,73.45,3.688,222.3135926,5.801,2012,5,19,360932.69,351832.03,356427.98
5,2012-05-18,336189.66,0,70.45,3.63,222.330443,5.801,2012,5,20,333870.52,330063.06,312220.47
5,2012-05-25,341994.48,0,78.23,3.561,222.3323853,5.801,2012,5,21,336189.66,324839.74,359206.21
5,2012-06-01,359867.8,0,79.72,3.501,222.3343277,5.801,2012,6,22,341994.48,360932.69,347295.6
5,2012-06-08,341704.59,0,81.02,3.452,222.33627,5.801,2012,6,23,359867.8,333870.52,339392.54
5,2012-06-15,327383.64,0,81.64,3.393,222.3492901,5.801,2012,6,24,341704.59,336189.66,321299.99
5,2012-06-22,325041.68,0,80.57,3.3459999999999996,222.3900046,5.801,2012,6,25,327383.64,341994.48,331318.73
5,2012-06-29,329658.1,0,87.08,3.286,222.4307191,5.801,2012,6,26,325041.68,359867.8,402985.7
5,2012-07-06,341214.43,0,82.35,3.227,222.4714336,5.603,2012,7,27,329658.1,341704.59,351832.03
5,2012-07-13,316203.64,0,80.78,3.256,222.5121481,5.603,2012,7,28,341214.43,327383.64,330063.06
5,2012-07-20,321205.12,0,81.05,3.3109999999999995,222.5209358,5.603,2012,7,29,316203.64,325041.68,324839.74
5,2012-07-27,306827.36,0,85.06,3.407,222.5297234,5.603,2012,7,30,321205.12,329658.1,360932.69
5,2012-08-03,324195.17,0,86.91,3.417,222.5385111,5.603,2012,8,31,306827.36,341214.43,333870.52
5,2012-08-10,306759.7,0,86.96,3.494,222.5472987,5.603,2012,8,32,324195.17,316203.64,336189.66
5,2012-08-17,314014.18,0,87.52,3.571,222.6276753,5.603,2012,8,33,306759.7,321205.12,341994.48
5,2012-08-24,320831.36,0,79.45,3.62,222.7617437,5.603,2012,8,34,314014.18,306827.36,359867.8
5,2012-08-31,344642.01,0,84.25,3.638,222.8958121,5.603,2012,8,35,320831.36,324195.17,341704.59
5,2012-09-07,350648.91,1,86.3,3.73,223.0298805,5.603,2012,9,36,344642.01,306759.7,327383.64
5,2012-09-14,299800.67,0,76.65,3.717,223.1734167,5.603,2012,9,37,350648.91,314014.18,325041.68
5,2012-09-21,307306.76,0,71.09,3.721,223.3737593,5.603,2012,9,38,299800.67,320831.36,329658.1
5,2012-09-28,310141.68,0,78.33,3.666,223.5741019,5.603,2012,9,39,307306.76,344642.01,341214.43
5,2012-10-05,343048.29,0,71.17,3.617,223.7744444,5.422,2012,10,40,310141.68,350648.91,316203.64
5,2012-10-12,325345.41000000003,0,66.24,3.601,223.974787,5.422,2012,10,41,343048.29,299800.67,321205.12
5,2012-10-19,313358.15,0,69.17,3.594,224.0192873,5.422,2012,10,42,325345.41000000003,307306.76,306827.36
5,2012-10-26,319550.77,0,71.7,3.506,224.0378139,5.422,2012,10,43,313358.15,310141.68,324195.17
6,2010-04-30,1498080.16,0,68.91,2.78,211.8942725,7.092,2010,4,17,1540435.99,1770333.9,1652635.1
6,2010-05-07,1619920.04,0,73.68,2.835,211.8442706,7.092,2010,5,18,1498080.16,1667181.82,1606283.8599999999
6,2010-05-14,1524059.4,0,74.95,2.854,211.8421769,7.092,2010,5,19,1619920.04,1519846.36,1567138.07
6,2010-05-21,1531938.44,0,74.8,2.826,212.1275324,7.092,2010,5,20,1524059.4,1540435.99,1432953.21
6,2010-05-28,1644470.66,0,78.89,2.759,212.412888,7.092,2010,5,21,1531938.44,1498080.16,1601348.82
6,2010-06-04,1857380.09,0,79.44,2.705,212.6982436,7.092,2010,6,22,1644470.66,1619920.04,1558621.36
6,2010-06-11,1685652.35,0,81.81,2.668,212.9835992,7.092,2010,6,23,1857380.09,1524059.4,1693058.91
6,2010-06-18,1677248.24,0,83.89,2.637,212.9813843,7.092,2010,6,24,1685652.35,1531938.44,1472033.38
6,2010-06-25,1640681.8800000001,0,84.2,2.653,212.8641412,7.092,2010,6,25,1677248.24,1644470.66,1770333.9
6,2010-07-02,1759777.25,0,80.34,2.669,212.746898,6.973,2010,7,26,1640681.8800000001,1857380.09,1667181.82
6,2010-07-09,1690317.99,0,80.93,2.642,212.6296549,6.973,2010,7,27,1759777.25,1685652.35,1519846.36
6,2010-07-16,1560120.8,0,83.75,2.623,212.6212163,6.973,2010,7,28,1690317.99,1677248.24,1540435.99
6,2010-07-23,1585240.92,0,83.9,2.608,212.7578505,6.973,2010,7,29,1560120.8,1640681.8800000001,1498080.16
6,2010-07-30,1532308.78,0,81.37,2.64,212.8944846,6.973,2010,7,30,1585240.92,1759777.25,1619920.04
6,2010-08-06,1633241.59,0,86.61,2.627,213.0311188,6.973,2010,8,31,1532308.78,1690317.99,1524059.4
6,2010-08-13,1547654.98,0,86.83,2.692,213.1677529,6.973,2010,8,32,1633241.59,1560120.8,1531938.44
6,2010-08-20,1539930.5,0,87.36,2.664,213.1291427,6.973,2010,8,33,1547654.98,1585240.92,1644470.66
6,2010-08-27,1450766.1199999999,0,85.71,2.619,213.0905324,6.973,2010,8,34,1539930.5,1532308.78,1857380.09
6,2010-09-03,1510925.32,0,82.15,2.577,213.0519222,6.973,2010,9,35,1450766.1199999999,1633241.59,1685652.35
6,2010-09-10,1424225.44,1,78.78,2.565,213.013312,6.973,2010,9,36,1510925.32,1547654.98,1677248.24
6,2010-09-17,1308537.75,0,81.78,2.582,213.0398643,6.973,2010,9,37,1424225.44,1539930.5,1640681.8800000001
6,2010-09-24,1275591.84,0,76.49,2.624,213.1152886,6.973,2010,9,38,1308537.75,1450766.1199999999,1759777.25
6,2010-10-01,1328468.89,0,70.69,2.603,213.1907129,7.007,2010,10,39,1275591.84,1510925.32,1690317.99
6,2010-10-08,1360317.9,0,65.21,2.633,213.2661373,7.007,2010,10,40,1328468.89,1424225.44,1560120.8
6,2010-10-15,1344580.92,0,68.93,2.72,213.3337977,7.007,2010,10,41,1360317.9,1308537.75,1585240.92
6,2010-10-22,1332716.53,0,70.97,2.725,213.3820486,7.007,2010,10,42,1344580.92,1275591.84,1532308.78
6,2010-10-29,1385323.7,0,70.39,2.716,213.4302994,7.007,2010,10,43,1332716.53,1328468.89,1633241.59
6,2010-11-05,1505442.15,0,59.900000000000006,2.689,213.4785503,7.007,2010,11,44,1385323.7,1360317.9,1547654.98
6,2010-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,2010,11,45,1505442.15,1344580.92,1539930.5
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,2010,11,46,1495536.46,1332716.53,1450766.1199999999
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,2010,11,47,1518841.45,1385323.7,1510925.32
6,2010-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,2010,12,48,2267452.4,1505442.15,1424225.44
6,2010-12-10,1834737.58,0,48.46,2.843,212.9804059,7.007,2010,12,49,1677067.24,1495536.46,1308537.75
6,2010-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,2010,12,50,1834737.58,1518841.45,1275591.84
6,2010-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,2010,12,51,2090268.95,2267452.4,1328468.89
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,2010,12,52,2727575.18,1677067.24,1360317.9
6,2011-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,2011,1,1,1464050.02,1834737.58,1344580.92
6,2011-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,2011,1,2,1350441.68,2090268.95,1332716.53
6,2011-01-21,1261253.18,0,46.2,3.016,213.3399647,6.858,2011,1,3,1306194.55,2727575.18,1385323.7
6,2011-01-28,1287034.7,0,44.98,3.01,213.7143412,6.858,2011,1,4,1261253.18,1464050.02,1505442.15
6,2011-02-04,1514999.17,0,40.59,2.989,214.0887176,6.858,2011,2,5,1287034.7,1350441.68,1495536.46
6,2011-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,2011,2,6,1514999.17,1306194.55,1518841.45
6,2011-02-18,1572117.54,0,59.61000000000001,3.045,214.7775231,6.858,2011,2,7,1486920.17,1261253.18,2267452.4
6,2011-02-25,1422600.43,0,62.86,3.065,215.0679731,6.858,2011,2,8,1572117.54,1287034.7,1677067.24
6,2011-03-04,1502617.99,0,60.449999999999996,3.288,215.3584231,6.858,2011,3,9,1422600.43,1514999.17,1834737.58
6,2011-03-11,1494497.39,0,57.71,3.459,215.6488731,6.858,2011,3,10,1502617.99,1486920.17,2090268.95
6,2011-03-18,1685375.47,0,65.07,3.488,215.9035078,6.858,2011,3,11,1494497.39,1572117.54,2727575.18
6,2011-03-25,1438465.81,0,70.83,3.473,216.1438163,6.858,2011,3,12,1685375.47,1422600.43,1464050.02
6,2011-04-01,1459276.77,0,62.25,3.524,216.3841249,6.855,2011,4,13,1438465.81,1502617.99,1350441.68
6,2011-04-08,1534594.0,0,70.35,3.622,216.6244334,6.855,2011,4,14,1459276.77,1494497.39,1306194.55
6,2011-04-15,1448797.02,0,73.17,3.743,216.8446627,6.855,2011,4,15,1534594.0,1685375.47,1261253.18
6,2011-04-22,1639358.93,0,74.24,3.807,217.0146941,6.855,2011,4,16,1448797.02,1438465.81,1287034.7
6,2011-04-29,1479249.9000000001,0,75.27,3.81,217.1847255,6.855,2011,4,17,1639358.93,1459276.77,1514999.17
6,2011-05-06,1504651.57,0,65.42,3.9060000000000006,217.3547569,6.855,2011,5,18,1479249.9000000001,1534594.0,1486920.17
6,2011-05-13,1453185.65,0,76.95,3.899,217.5247882,6.855,2011,5,19,1504651.57,1448797.02,1572117.54
6,2011-05-20,1382783.83,0,72.01,3.907,217.2896095,6.855,2011,5,20,1453185.65,1639358.93,1422600.43
6,2011-05-27,1523979.11,0,80.83,3.7859999999999996,217.0544307,6.855,2011,5,21,1382783.83,1479249.9000000001,1502617.99
6,2011-06-03,1705506.29,0,84.01,3.699,216.819252,6.855,2011,6,22,1523979.11,1504651.57,1494497.39
6,2011-06-10,1598643.65,0,84.49,3.6479999999999997,216.5840732,6.855,2011,6,23,1705506.29,1453185.65,1685375.47
6,2011-06-17,1622150.33,0,87.08,3.6369999999999996,216.5371616,6.855,2011,6,24,1598643.65,1382783.83,1438465.81
6,2011-06-24,1543365.9,0,85.51,3.5939999999999994,216.6314502,6.855,2011,6,25,1622150.33,1523979.11,1459276.77
6,2011-07-01,1694551.1500000001,0,87.0,3.524,216.7257388,6.925,2011,7,26,1543365.9,1705506.29,1534594.0
6,2011-07-08,1709373.62,0,88.36,3.48,216.8200275,6.925,2011,7,27,1694551.1500000001,1598643.65,1448797.02
6,2011-07-15,1526801.24,0,88.93,3.575,216.9044732,6.925,2011,7,28,1709373.62,1622150.33,1639358.93
6,2011-07-22,1526506.08,0,88.06,3.651,216.964312,6.925,2011,7,29,1526801.24,1543365.9,1479249.9000000001
6,2011-07-29,1483991.05,0,90.22,3.682,217.0241507,6.925,2011,7,30,1526506.08,1694551.1500000001,1504651.57
6,2011-08-05,1601584.57,0,91.46,3.684,217.0839894,6.925,2011,8,31,1483991.05,1709373.62,1453185.65
6,2011-08-12,1484995.3800000001,0,90.49,3.638,217.1438281,6.925,2011,8,32,1601584.57,1526801.24,1382783.83
6,2011-08-19,1493544.04,0,89.26,3.554,217.2069662,6.925,2011,8,33,1484995.3800000001,1526506.08,1523979.11
6,2011-08-26,1420405.41,0,90.07,3.523,217.2706543,6.925,2011,8,34,1493544.04,1483991.05,1705506.29
6,2011-09-02,1481618.74,0,91.22,3.533,217.3343423,6.925,2011,9,35,1420405.41,1601584.57,1598643.65
6,2011-09-09,1483574.38,1,80.21,3.546,217.3980304,6.925,2011,9,36,1481618.74,1484995.3800000001,1622150.33
6,2011-09-16,1351407.79,0,84.94,3.526,217.5797506,6.925,2011,9,37,1483574.38,1493544.04,1543365.9
6,2011-09-23,1336044.75,0,78.49,3.467,217.9188471,6.925,2011,9,38,1351407.79,1420405.41,1694551.1500000001
6,2011-09-30,1307551.92,0,82.51,3.355,218.2579435,6.925,2011,9,39,1336044.75,1481618.74,1709373.62
6,2011-10-07,1481739.2,0,74.1,3.285,218.59704,6.551,2011,10,40,1307551.92,1483574.38,1526801.24
6,2011-10-14,1386520.99,0,71.24,3.274,218.9109844,6.551,2011,10,41,1481739.2,1351407.79,1526506.08
6,2011-10-21,1417922.37,0,68.53,3.353,219.0740167,6.551,2011,10,42,1386520.99,1336044.75,1483991.05
6,2011-10-28,1419445.12,0,69.51,3.372,219.237049,6.551,2011,10,43,1417922.37,1307551.92,1601584.57
6,2011-11-04,1523420.38,0,58.54,3.332,219.4000812,6.551,2011,11,44,1419445.12,1481739.2,1484995.3800000001
6,2011-11-11,1536176.54,0,61.330000000000005,3.297,219.5631135,6.551,2011,11,45,1523420.38,1386520.99,1493544.04
6,2011-11-18,1524390.07,0,63.89,3.308,219.7897137,6.551,2011,11,46,1536176.54,1417922.37,1420405.41
6,2011-11-25,2249811.55,1,62.78,3.236,220.0417412,6.551,2011,11,47,1524390.07,1419445.12,1481618.74
6,2011-12-02,1688531.34,0,51.18,3.172,220.2937686,6.551,2011,12,48,2249811.55,1523420.38,1483574.38
6,2011-12-09,1903385.14,0,43.64,3.158,220.5457961,6.551,2011,12,49,1688531.34,1536176.54,1351407.79
6,2011-12-16,2034695.56,0,53.27,3.159,220.7671856,6.551,2011,12,50,1903385.14,1524390.07,1336044.75
6,2011-12-23,2644633.02,0,49.45,3.112,220.9477245,6.551,2011,12,51,2034695.56,2249811.55,1307551.92
6,2011-12-30,1598080.52,1,46.8,3.129,221.1282634,6.551,2011,12,52,2644633.02,1688531.34,1481739.2
6,2012-01-06,1395339.71,0,50.82,3.157,221.3088023,6.132,2012,1,1,1598080.52,1903385.14,1386520.99
6,2012-01-13,1344243.17,0,48.33,3.261,221.4893412,6.132,2012,1,2,1395339.71,2034695.56,1417922.37
6,2012-01-20,1326255.7,0,55.37,3.268,221.5831306,6.132,2012,1,3,1344243.17,2644633.02,1419445.12
6,2012-01-27,1315610.66,0,53.95,3.29,221.6769199,6.132,2012,1,4,1326255.7,1598080.52,1523420.38
6,2012-02-03,1496305.78,0,57.45000000000001,3.36,221.7707093,6.132,2012,2,5,1315610.66,1395339.71,1536176.54
6,2012-02-10,1620603.92,1,48.58,3.409,221.8644987,6.132,2012,2,6,1496305.78,1344243.17,1524390.07
6,2012-02-17,1632616.09,0,49.03,3.51,222.026359,6.132,2012,2,7,1620603.92,1326255.7,2249811.55
6,2012-02-24,1465187.71,0,59.169999999999995,3.5549999999999997,222.2392726,6.132,2012,2,8,1632616.09,1315610.66,1688531.34
6,2012-03-02,1550385.65,0,60.32,3.6300000000000003,222.4521862,6.132,2012,3,9,1465187.71,1496305.78,1903385.14
6,2012-03-09,1569304.4,0,57.89,3.669,222.6650998,6.132,2012,3,10,1550385.65,1620603.92,2034695.56
6,2012-03-16,1748010.29,0,62.800000000000004,3.7339999999999995,222.8186603,6.132,2012,3,11,1569304.4,1632616.09,2644633.02
6,2012-03-23,1495143.62,0,63.71,3.787,222.8930835,6.132,2012,3,12,1748010.29,1465187.71,1598080.52
6,2012-03-30,1508933.26,0,67.91,3.845,222.9675066,6.132,2012,3,13,1495143.62,1550385.65,1395339.71
6,2012-04-06,1840131.19,0,71.6,3.891,223.0419298,5.964,2012,4,14,1508933.26,1569304.4,1344243.17
6,2012-04-13,1616394.45,0,71.29,3.8910000000000005,223.1163529,5.964,2012,4,15,1840131.19,1748010.29,1326255.7
6,2012-04-20,1456073.24,0,68.64,3.8770000000000002,223.17092,5.964,2012,4,16,1616394.45,1495143.62,1315610.66
6,2012-04-27,1456221.1,0,71.5,3.8139999999999996,223.2254871,5.964,2012,4,17,1456073.24,1508933.26,1496305.78
6,2012-05-04,1543461.1199999999,0,77.66,3.749,223.2800541,5.964,2012,5,18,1456221.1,1840131.19,1620603.92
6,2012-05-11,1517075.67,0,72.66,3.688,223.3346212,5.964,2012,5,19,1543461.1199999999,1616394.45,1632616.09
6,2012-05-18,1513635.64,0,70.5,3.63,223.3511928,5.964,2012,5,20,1517075.67,1456073.24,1465187.71
6,2012-05-25,1603793.42,0,78.47,3.561,223.3525662,5.964,2012,5,21,1513635.64,1456221.1,1550385.65
6,2012-06-01,1681121.38,0,80.39,3.501,223.3539397,5.964,2012,6,22,1603793.42,1543461.1199999999,1569304.4
6,2012-06-08,1696619.52,0,80.5,3.452,223.3553131,5.964,2012,6,23,1681121.38,1517075.67,1748010.29
6,2012-06-15,1642247.48,0,82.1,3.393,223.3680933,5.964,2012,6,24,1696619.52,1513635.64,1495143.62
